id,name,genres,year,countries,directors,actors,duration_minutes,plot,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,processed_rating,poster_path
1,Braveheart,"动作史诗,古装剧,史诗,战争史诗,时代剧,传记,戏剧,战争",1995.0,United States,Mel Gibson,"Top cast77,Edit,Mel Gibson,William Wallace,Sophie Marceau",178.0,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,24.8,25.4,26.6,13.6,4.8,2.0,0.9,0.6,0.4,0.9,8.3,data/imdb_posters/1.jpg
2,Coco,"电脑动画,超自然奇幻,黑色喜剧,冒险,动画,家庭,幻想,戏剧,推理片,音乐",2017.0,"United States,Mexico","Lee Unkrich,Adrian Molina","Top cast23,Edit,Anthony Gonzalez,Miguel,Gael García Bernal",105.0,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",24.4,26.0,28.3,13.6,4.3,1.4,0.5,0.3,0.2,1.0,8.4,data/imdb_posters/2.jpg
3,The Iron Giant,"Kaiju,人工智能,外星人入侵,太空科幻,手绘动画,拍档喜剧,高概念喜剧,冒险,动画,喜剧",1999.0,"United States,Czech Republic,United Kingdom",Brad Bird,"Top cast30,Edit,Eli Marienthal,Hogarth Hughes,Harry Connick Jr.",86.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,19.7,20.3,32.5,17.4,5.8,2.1,0.8,0.4,0.3,0.8,8.1,data/imdb_posters/3.jpg
4,A Beautiful Mind,"心理剧情片,文献纪录片,时代剧,传记,戏剧,推理片",2001.0,United States,Ron Howard,"Top cast99+,Edit,Russell Crowe,John Nash,Ed Harris",135.0,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",17.0,25.8,34.1,15.5,4.5,1.5,0.6,0.3,0.2,0.5,8.2,data/imdb_posters/4.jpg
5,Tôkyô monogatari,"心理剧情片,戏剧",1953.0,Japan,Yasujirô Ozu,"Top cast30,Edit,Chishû Ryû,Shukichi Hirayama,Chieko Higashiyama",137.0,"An old couple visit their children and grandchildren in the city, but receive little attention.",24.8,19.0,26.4,14.6,5.9,3.1,1.5,1.0,0.9,2.9,8.1,data/imdb_posters/5.jpg
6,The Father,"心理剧情片,戏剧,推理片",2020.0,"United Kingdom,France,United States",Florian Zeller,"Top cast11,Edit,Anthony Hopkins,Anthony,Olivia Colman",97.0,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",17.7,26.9,33.3,14.7,4.3,1.4,0.5,0.3,0.3,0.6,8.2,data/imdb_posters/6.jpg
7,A Clockwork Orange,"反乌托邦科幻,黑色喜剧,犯罪,科幻",1971.0,"United Kingdom,United States",Stanley Kubrick,"Top cast94,Edit,Malcolm McDowell,Alex,Patrick Magee",136.0,Alex DeLarge and his droogs barbarize a decaying near-future.,23.8,24.7,25.1,13.5,5.5,2.6,1.4,0.9,0.7,1.7,8.2,data/imdb_posters/7.jpg
8,Barry Lyndon,"冒险史诗,古装剧,史诗,心理剧情片,悲剧,政治剧情片,时代剧,环球旅行冒险片,黑色喜剧,冒险",1975.0,"United Kingdom,United States",Stanley Kubrick,"Top cast51,Edit,Ryan O'Neal,Barry Lyndon,Marisa Berenson",185.0,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,23.1,20.5,27.3,15.9,6.2,2.7,1.2,0.8,0.6,1.7,8.1,data/imdb_posters/8.jpg
9,Hotel Rwanda,"史诗,文献纪录片,传记,历史,戏剧,战争",2004.0,"United States,United Kingdom,South Africa,Italy",Terry George,"Top cast39,Edit,Don Cheadle,Paul Rusesabagina,Sophie Okonedo",121.0,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",14.7,23.6,35.6,17.5,4.7,1.5,0.6,0.4,0.3,1.1,8.1,data/imdb_posters/9.jpg
10,Gran Torino,"心理剧情片,黑色喜剧,戏剧",2008.0,"Germany,United States",Clint Eastwood,"Top cast64,Edit,Clint Eastwood,Walt Kowalski,Bee Vang",116.0,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",14.8,25.2,33.6,17.3,5.3,1.7,0.7,0.4,0.3,0.6,8.1,data/imdb_posters/10.jpg
11,Per qualche dollaro in più,"单打独斗动作片,意大利式西部片,探索,时代剧,戏剧,西部片",1965.0,"Italy,Spain,West Germany",Sergio Leone,"Top cast54,Edit,Clint Eastwood,Monco,Lee Van Cleef",132.0,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,16.4,25.8,35.0,15.2,4.1,1.5,0.6,0.3,0.2,0.8,8.2,data/imdb_posters/11.jpg
12,The Prestige,"悲剧,时代剧,蒸汽朋克,惊悚片,戏剧,推理片,科幻",2006.0,"United Kingdom,United States",Christopher Nolan,"Top cast62,Edit,Christian Bale,Alfred Borden,Hugh Jackman",130.0,Rival 19th-century magicians engage in a bitter battle for trade secrets.,24.0,31.6,27.2,11.4,3.3,1.1,0.5,0.2,0.2,0.5,8.5,data/imdb_posters/12.jpg
13,Platoon,"戏剧,战争",1986.0,"United States,United Kingdom",Oliver Stone,"Top cast50,Edit,Charlie Sheen,Chris,Tom Berenger",120.0,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",14.2,23.0,35.7,17.6,5.4,1.9,0.8,0.5,0.3,0.8,8.1,data/imdb_posters/13.jpg
14,El laberinto del fauno,"悲剧,时代剧,童话,超自然奇幻,青少年幻想,青春成长,黑暗奇幻,幻想,戏剧,战争",2006.0,"Mexico,Spain",Guillermo del Toro,"Top cast33,Edit,Ivana Baquero,Ofelia,Ariadna Gil",118.0,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",20.1,24.5,27.9,15.6,6.0,2.4,1.1,0.7,0.5,1.2,8.2,data/imdb_posters/14.jpg
15,Pirates of the Caribbean: The Curse of the Black Pearl,"Swashbuckler,剑与凉鞋,海上冒险片,超自然奇幻,冒险,幻想,行动",2003.0,United States,Gore Verbinski,"Top cast75,Edit,Johnny Depp,Jack Sparrow,Geoffrey Rush",143.0,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",18.7,21.0,33.8,16.9,5.3,1.9,0.8,0.4,0.3,0.8,8.1,data/imdb_posters/15.jpg
16,Finding Nemo,"动物冒险片,拍档喜剧,探索,海上冒险片,电脑动画,冒险,动画,喜剧,家庭",2003.0,"United States,Japan,Australia","Andrew Stanton,Lee Unkrich","Top cast24,Edit,Albert Brooks,Marlin,Ellen DeGeneres",100.0,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",17.3,22.1,33.7,17.9,5.4,1.7,0.6,0.3,0.2,0.5,8.2,data/imdb_posters/16.jpg
17,Mad Max: Fury Road,"公路旅行,冒险史诗,动作史诗,反乌托邦科幻,史诗,探索,沙漠冒险片,飙车动作片,冒险,科幻",2015.0,"Australia,United States",George Miller,"Top cast80,Edit,Tom Hardy,Max Rockatansky,Charlize Theron",120.0,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",19.6,23.5,27.5,15.9,6.5,2.8,1.4,0.9,0.7,1.3,8.1,data/imdb_posters/17.jpg
18,Once Upon a Time in America,"史诗,时代剧,黑帮,黑色喜剧,戏剧,犯罪",1984.0,"Italy,United States",Sergio Leone,"Top cast92,Edit,Robert De Niro,Noodles,James Woods",229.0,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",24.7,25.2,26.8,13.2,4.8,2.1,1.1,0.6,0.5,1.1,8.3,data/imdb_posters/18.jpg
19,The Exorcist,"心理剧情片,心理恐怖片,悲剧,肉体恐怖片,超自然恐怖,恐怖",1973.0,United States,William Friedkin,"Top cast42,Edit,Ellen Burstyn,Chris MacNeil,Max von Sydow",122.0,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",19.1,19.5,30.1,17.6,7.1,2.9,1.3,0.8,0.5,1.2,8.1,data/imdb_posters/19.jpg
20,Gisaengchung,"心理剧情片,心理惊悚片,悲剧,黑色喜剧,惊悚片,戏剧",2019.0,South Korea,Bong Joon Ho,"Top cast91,Edit,Song Kang-ho,Ki Taek,Lee Sun-kyun",132.0,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,24.5,31.7,26.2,10.8,3.4,1.3,0.6,0.4,0.3,0.8,8.5,data/imdb_posters/20.jpg
21,The Lord of the Rings: The Fellowship of the Ring,"冒险史诗,剑与魔法,动作史诗,史诗,奇幻史诗,探索,黑暗奇幻,冒险,幻想,戏剧",2001.0,"New Zealand,United States,United Kingdom",Peter Jackson,"Top cast99+,Edit,Elijah Wood,Frodo,Ian McKellen",178.0,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,38.9,27.6,18.7,7.8,2.7,1.3,0.6,0.5,0.4,1.5,8.9,data/imdb_posters/21.jpg
22,Spotlight,"律政剧情片,文献纪录片,时代剧,真实犯罪,职场剧情片,传记,戏剧,犯罪",2015.0,United States,Tom McCarthy,"Top cast99+,Edit,Mark Ruffalo,Mike Rezendes,Michael Keaton",129.0,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",12.5,24.3,36.7,18.3,5.0,1.6,0.5,0.3,0.2,0.5,8.1,data/imdb_posters/22.jpg
23,Hachi: A Dog's Tale,"动物冒险片,传记,家庭,戏剧",2009.0,"United Kingdom,United States",Lasse Hallström,"Top cast61,Edit,Richard Gere,Parker Wilson,Joan Allen",93.0,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",25.4,20.5,27.6,15.9,5.8,2.2,0.9,0.5,0.4,0.9,8.1,data/imdb_posters/23.jpg
24,The Departed,"史诗,警察剧情片,黑帮,惊悚片,戏剧,犯罪",2006.0,"United States,Hong Kong",Martin Scorsese,"Top cast99+,Edit,Leonardo DiCaprio,Billy,Matt Damon",151.0,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,22.6,31.9,28.1,11.2,3.3,1.2,0.5,0.3,0.2,0.7,8.5,data/imdb_posters/24.jpg
25,Warrior,"拳击,戏剧,行动,运动",2011.0,United States,Gavin O'Connor,"Top cast99+,Edit,Tom Hardy,Tommy Conlon,Nick Nolte",140.0,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",19.0,25.0,31.2,16.2,5.0,1.7,0.7,0.3,0.3,0.7,8.1,data/imdb_posters/25.jpg
26,El secreto de sus ojos,"Whodunnit,律政惊悚,心理剧情片,心理惊悚片,悬疑推理,悲剧,情色惊悚片,时代剧,暗黑爱情,惊悚片",2009.0,"Argentina,Spain",Juan José Campanella,"Top cast31,Edit,Ricardo Darín,Benjamín Espósito,Soledad Villamil",129.0,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.",18.3,26.0,31.6,15.1,4.7,1.8,0.8,0.5,0.4,1.0,8.2,data/imdb_posters/26.jpg
27,Klaus,"手绘动画,节日动画,节日喜剧,节日家庭,假日,冒险,动画,喜剧,家庭,幻想",2019.0,"Spain,United Kingdom,United States,Austria,Canada,France","Sergio Pablos,Carlos Martínez López","Top cast52,Edit,Jason Schwartzman,Jesper,J.K. Simmons",96.0,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",21.6,24.6,31.2,15.4,4.3,1.3,0.5,0.3,0.2,0.6,8.2,data/imdb_posters/27.jpg
28,Mr. Smith Goes to Washington,"政治剧情片,喜剧,戏剧",1939.0,United States,Frank Capra,"Top cast99+,Edit,James Stewart,Jefferson Smith,Jean Arthur",129.0,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",19.7,22.1,28.7,16.2,5.9,2.7,1.2,0.8,0.6,2.0,8.1,data/imdb_posters/28.jpg
29,The Elephant Man,"悲剧,文献纪录片,时代剧,传记,戏剧",1980.0,United States,David Lynch,"Top cast99+,Edit,Anthony Hopkins,Dr. Frederick Treves,John Hurt",124.0,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",18.2,22.9,32.1,16.6,5.4,2.1,0.9,0.5,0.3,0.9,8.2,data/imdb_posters/29.jpg
30,The Incredibles,"电脑动画,超级英雄,冒险,动画,家庭,行动",2004.0,United States,Brad Bird,"Top cast51,Edit,Craig T. Nelson,Bob Parr,Samuel L. Jackson",115.0,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",16.7,19.9,33.3,19.0,6.6,2.2,0.8,0.4,0.3,0.7,8.0,data/imdb_posters/30.jpg
31,Smultronstället,"心理剧情片,戏剧,爱情片",1957.0,Sweden,Ingmar Bergman,"Top cast31,Edit,Victor Sjöström,Dr. Eberhard Isak Borg,Bibi Andersson",92.0,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",21.3,21.3,28.4,15.2,6.0,2.8,1.2,0.8,0.7,2.2,8.1,data/imdb_posters/31.jpg
32,Sen to Chihiro no kamikakushi,"动漫,手绘动画,探索,童话,超自然奇幻,青春成长,冒险,动画,家庭,幻想",2001.0,"Japan,United States",Hayao Miyazaki,"Top cast78,Edit,Daveigh Chase,Chihiro,Suzanne Pleshette",124.0,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",31.1,28.3,22.6,10.2,3.5,1.5,0.7,0.4,0.4,1.2,8.6,data/imdb_posters/32.jpg
33,Hauru no ugoku shiro,"冒险史诗,动漫,手绘动画,超自然奇幻,冒险,动画,家庭,幻想",2004.0,"Japan,United States",Hayao Miyazaki,"Top cast99+,Edit,Chieko Baishô,Sophie,Takuya Kimura",119.0,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",23.3,24.1,29.5,14.7,4.7,1.7,0.7,0.4,0.3,0.8,8.2,data/imdb_posters/33.jpg
34,Koe no Katachi,"动漫,少年,心理剧情片,手绘动画,生活片段,青春成长,动画,戏剧",2016.0,Japan,Naoko Yamada,"Top cast50,Edit,Miyu Irino,Shôya Ishida,Saori Hayami",130.0,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends.",30.0,23.5,24.3,12.8,4.8,1.9,0.9,0.5,0.4,0.9,8.1,data/imdb_posters/34.jpg
35,Das Leben der Anderen,"心理剧情片,政治惊悚片,间谍,惊悚片,戏剧,推理片",2006.0,"Germany,France",Florian Henckel von Donnersmarck,"Top cast40,Edit,Ulrich Mühe,Hauptmann Gerd Wiesler,Martina Gedeck",137.0,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",20.6,30.9,29.4,11.9,3.4,1.4,0.7,0.3,0.3,1.1,8.4,data/imdb_posters/35.jpg
36,Se7en,"心理剧情片,心理惊悚片,悲剧,硬汉侦探,警察剧情片,警察办案,连环杀手,惊悚片,戏剧,推理片",1995.0,United States,David Fincher,"Top cast65,Edit,Morgan Freeman,Somerset,Brad Pitt",127.0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",23.8,33.7,26.7,10.7,2.6,1.0,0.4,0.3,0.2,0.5,8.6,data/imdb_posters/36.jpg
37,Léon,"单打独斗动作片,黑帮,惊悚片,戏剧,犯罪,行动",1994.0,"France,United States",Luc Besson,"Top cast79,Edit,Jean Reno,Leon,Gary Oldman",110.0,An Italian hit man protects a New York orphan.,24.4,30.4,27.2,11.8,3.4,1.2,0.5,0.3,0.2,0.6,8.5,data/imdb_posters/37.jpg
38,Tonari no Totoro,"Iyashikei,动漫,手绘动画,童话,冒险,动画,喜剧,家庭,幻想",1988.0,Japan,Hayao Miyazaki,"Top cast59,Edit,Hitoshi Takagi,Totoro,Noriko Hidaka",86.0,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",21.2,22.1,30.3,16.7,5.5,1.9,0.8,0.4,0.3,0.9,8.1,data/imdb_posters/38.jpg
39,To Kill a Mockingbird,"律政剧情片,时代剧,戏剧,犯罪",1962.0,United States,Robert Mulligan,"Top cast75,Edit,Gregory Peck,Atticus Finch,John Megna",129.0,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,21.9,23.9,28.6,15.1,5.3,2.2,1.0,0.5,0.4,1.2,8.3,data/imdb_posters/39.jpg
40,The Wizard of Oz,"冒险史诗,奇幻史诗,探索,童话,经典音乐剧,冒险,家庭,幻想,音乐剧",1939.0,United States,"Victor Fleming,George Cukor,Norman Taurog","Top cast99+,Edit,Judy Garland,Dorothy,Frank Morgan",102.0,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",22.5,17.5,27.1,18.2,7.6,3.2,1.3,0.8,0.6,1.3,8.1,data/imdb_posters/40.jpg
41,Vertigo,"心理惊悚片,悬疑推理,悲剧,暗黑爱情,阴谋惊悚片,惊悚片,推理片,爱情片",1958.0,United States,Alfred Hitchcock,"Top cast55,Edit,James Stewart,John 'Scottie' Ferguson,Kim Novak",128.0,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",22.2,23.7,28.1,15.4,5.5,2.3,1.0,0.6,0.4,0.9,8.2,data/imdb_posters/41.jpg
42,The Sound of Music,"史诗,时代剧,经典音乐剧,传记,家庭,戏剧,爱情片,音乐剧",1965.0,United States,Robert Wise,"Top cast49,Edit,Julie Andrews,Maria,Christopher Plummer",172.0,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,25.6,18.7,26.9,15.6,6.4,2.8,1.3,0.8,0.6,1.2,8.1,data/imdb_posters/42.jpg
43,How to Train Your Dragon,"剑与魔法,电脑动画,青少年幻想,青春冒险片,冒险,动画,家庭,幻想,行动",2010.0,"United States,France,United Kingdom","Dean DeBlois,Chris Sanders","Top cast14,Edit,Jay Baruchel,Hiccup,Gerard Butler",98.0,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",19.1,22.3,32.3,17.7,5.3,1.6,0.6,0.3,0.2,0.5,8.1,data/imdb_posters/43.jpg
44,Catch Me If You Can,"Caper,文献纪录片,时代剧,环球旅行冒险片,真实犯罪,青春成长,传记,戏剧,犯罪",2002.0,"United States,Canada",Steven Spielberg,"Top cast99+,Edit,Leonardo DiCaprio,Frank Abagnale Jr.,Tom Hanks",141.0,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",13.9,23.8,38.5,17.4,4.3,1.2,0.4,0.2,0.1,0.3,8.1,data/imdb_posters/44.jpg
45,Oppenheimer,"历史题材史诗,史诗,心理剧情片,文献纪录片,时代剧,传记,历史,戏剧",2023.0,"United States,United Kingdom",Christopher Nolan,"Top cast99+,Edit,Cillian Murphy,J. Robert Oppenheimer,Emily Blunt",180.0,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",25.9,26.7,25.3,12.7,4.7,1.8,0.8,0.5,0.4,1.1,8.3,data/imdb_posters/45.jpg
46,Jaws,"怪物恐怖片,海上冒险片,生存,冒险,恐怖,惊悚片",1975.0,United States,Steven Spielberg,"Top cast84,Edit,Roy Scheider,Brody,Robert Shaw",124.0,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",18.8,18.8,30.4,19.5,7.1,2.6,1.1,0.6,0.4,0.8,8.1,data/imdb_posters/46.jpg
47,Saving Private Ryan,"史诗,心理剧情片,悲剧,战争史诗,时代剧,戏剧,战争",1998.0,United States,Steven Spielberg,"Top cast99+,Edit,Tom Hanks,Captain Miller,Matt Damon",169.0,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",25.9,31.3,25.7,10.6,3.3,1.3,0.6,0.4,0.3,0.7,8.6,data/imdb_posters/47.jpg
48,The Silence of the Lambs,"心理剧情片,心理恐怖片,心理惊悚片,警察办案,连环杀手,恐怖,惊悚片,戏剧,犯罪",1991.0,United States,Jonathan Demme,"Top cast69,Edit,Jodie Foster,Clarice Starling,Anthony Hopkins",118.0,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",23.7,32.6,28.0,10.6,2.8,1.0,0.4,0.2,0.2,0.4,8.6,data/imdb_posters/48.jpg
49,The Bridge on the River Kwai,"丛林冒险片,战争史诗,冒险,戏剧,战争",1957.0,"United Kingdom,United States",David Lean,"Top cast22,Edit,William Holden,Shears,Alec Guinness",161.0,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",16.6,23.5,33.0,17.0,5.2,1.9,0.8,0.5,0.4,1.0,8.1,data/imdb_posters/49.jpg
50,Dangal,"武术,青春成长,传记,戏剧,行动,运动",2016.0,"India,United States",Nitesh Tiwari,"Top cast29,Edit,Aamir Khan,Mahavir Singh Phogat,Sakshi Tanwar",161.0,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",30.6,23.7,24.3,11.2,3.5,1.6,0.8,0.5,0.5,3.3,8.3,data/imdb_posters/50.jpg
51,The Godfather Part II,"史诗,悲剧,黑帮,戏剧,犯罪",1974.0,United States,Francis Ford Coppola,"Top cast99+,Edit,Al Pacino,Michael,Robert De Niro",202.0,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",43.2,28.8,15.5,6.2,2.3,1.1,0.5,0.4,0.3,1.6,9.0,data/imdb_posters/51.jpg
52,Hababam Sinifi: Sinifta Kaldi,"讽刺,喜剧",1975.0,Turkey,Ertem Egilmez,"Top cast28,Edit,Münir Özkul,Mahmut Hoca,Tarik Akan",95.0,A young and beautiful female teacher starts working in an all boys high school.,51.0,19.9,12.7,6.1,2.6,1.5,0.6,0.7,0.8,4.0,8.6,data/imdb_posters/52.jpg
53,Ford v Ferrari,"文献纪录片,时代剧,赛车运动,飙车动作片,传记,戏剧,行动,运动",2019.0,United States,James Mangold,"Top cast99+,Edit,Matt Damon,Carroll Shelby,Christian Bale",152.0,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,15.0,25.1,37.1,16.5,4.1,1.1,0.4,0.2,0.2,0.3,8.1,data/imdb_posters/53.jpg
54,Casino,"史诗,文献纪录片,真实犯罪,黑帮,戏剧,犯罪",1995.0,"United States,France",Martin Scorsese,"Top cast99+,Edit,Robert De Niro,Sam 'Ace' Rothstein,Sharon Stone",178.0,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",16.9,25.1,34.0,15.9,4.6,1.6,0.6,0.4,0.2,0.6,8.2,data/imdb_posters/54.jpg
55,Top Gun: Maverick,"动作史诗,史诗,戏剧,行动",2022.0,United States,Joseph Kosinski,"Top cast98,Edit,Tom Cruise,Capt. Pete 'Maverick' Mitchell,Jennifer Connelly",130.0,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",25.2,25.5,26.8,13.9,4.7,1.7,0.7,0.4,0.3,0.8,8.2,data/imdb_posters/55.jpg
56,Die Hard,"单打独斗动作片,灾难,黑色喜剧,假日,惊悚片,行动",1988.0,United States,John McTiernan,"Top cast74,Edit,Bruce Willis,John McClane,Alan Rickman",132.0,"A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",18.2,23.2,32.8,17.1,5.1,1.7,0.7,0.4,0.2,0.5,8.2,data/imdb_posters/56.jpg
57,Judgment at Nuremberg,"律政剧情片,历史,戏剧,战争",1961.0,United States,Stanley Kramer,"Top cast73,Edit,Spencer Tracy,Chief Judge Dan Haywood,Burt Lancaster",179.0,"Fictionalized depiction of the 1947 Judges' Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",19.4,24.1,31.3,14.3,4.6,2.0,0.8,0.6,0.5,2.3,8.3,data/imdb_posters/57.jpg
58,Dial M for Murder,"惊悚片,戏剧,推理片,犯罪",1954.0,United States,Alfred Hitchcock,"Top cast29,Edit,Ray Milland,Tony Wendice,Grace Kelly",105.0,"A London playboy plots the perfect murder of his rich, unfaithful Wife.",14.0,23.7,37.4,16.6,4.4,1.6,0.6,0.4,0.3,0.9,8.2,data/imdb_posters/58.jpg
59,Toy Story,"拍档喜剧,电脑动画,超自然奇幻,都市冒险片,冒险,动画,喜剧,家庭,幻想",1995.0,United States,John Lasseter,"Top cast41,Edit,Tom Hanks,Woody,Tim Allen",81.0,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.",20.6,24.3,32.0,15.1,4.6,1.7,0.6,0.3,0.2,0.5,8.3,data/imdb_posters/59.jpg
60,Ikiru,"心理剧情片,悲剧,戏剧",1952.0,Japan,Akira Kurosawa,"Top cast47,Edit,Takashi Shimura,Kanji Watanabe,Nobuo Kaneko",143.0,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,27.1,22.0,25.3,12.3,4.6,2.5,1.2,0.8,1.0,3.3,8.3,data/imdb_posters/60.jpg
61,The Apartment,"假日浪漫,怪诞喜剧片,愉悦爱情,爱情喜剧,职场剧情片,节日喜剧,讽刺,闹剧,黑色喜剧,假日",1960.0,United States,Billy Wilder,"Top cast42,Edit,Jack Lemmon,C.C. Baxter,Shirley MacLaine",125.0,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",19.9,24.1,30.6,15.1,4.9,2.1,1.0,0.5,0.4,1.3,8.3,data/imdb_posters/61.jpg
